"","uid","residence","gender","age","group","bot_dummy","rebuttal_dummy","income_national","income_sample","income_sample_abs","accuracy","worth","articleId"
"14907","139","湖北黄冈","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,1,3,3,"tsinghua"
"14908","145","上海上海","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,5,3,2,"tsinghua"
"14909","149","浙江杭州","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,1,"tsinghua"
"14910","154","福建福州","2",5,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,3,"tsinghua"
"14911","156","北京北京","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,1,"tsinghua"
"14912","159","辽宁鞍山","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,2,1,"tsinghua"
"14913","160","河南南阳","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,1,1,"tsinghua"
"14914","166","浙江绍兴","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,2,"tsinghua"
"14915","167","山东青岛","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,3,"tsinghua"
"14916","168","四川成都","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,1,"tsinghua"
"14917","171","广东广州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,2,"tsinghua"
"14918","177","湖南衡阳","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,1,1,"tsinghua"
"14919","178","广东广州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,1,"tsinghua"
"14920","182","海南海口","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"14921","185","广西柳州","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,1,1,"tsinghua"
"14922","188","内蒙古包头","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,3,"tsinghua"
"14923","189","广东广州","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,1,"tsinghua"
"14924","191","贵州遵义","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,2,1,"tsinghua"
"14925","193","河南新乡","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,1,1,1,"tsinghua"
"14926","202","山西太原","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,2,"tsinghua"
"14927","204","广东深圳","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"14928","206","黑龙江哈尔滨","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,1,"tsinghua"
"14929","208","四川宜宾","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,3,"tsinghua"
"14930","210","广东广州","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"14931","213","福建莆田","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,2,"tsinghua"
"14932","218","上海上海","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,5,4,5,"tsinghua"
"14933","225","河南郑州","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,4,4,"tsinghua"
"14934","228","山东菏泽","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,3,2,"tsinghua"
"14935","229","河南平顶山","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,5,4,"tsinghua"
"14936","230","广西钦州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,2,1,"tsinghua"
"14937","231","广东广州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"14938","232","山西临汾","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,1,1,"tsinghua"
"14939","240","黑龙江哈尔滨","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,3,"tsinghua"
"14940","256","河北唐山","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,1,"tsinghua"
"14941","257","湖南长沙","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"14942","262","四川成都","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,1,"tsinghua"
"14943","266","陕西西安","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,4,2,4,5,"tsinghua"
"14944","268","陕西西安","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,4,2,1,2,"tsinghua"
"14945","275","山东济南","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,1,"tsinghua"
"14946","276","四川宜宾","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,1,"tsinghua"
"14947","277","甘肃兰州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,3,"tsinghua"
"14948","279","湖北武汉","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,3,"tsinghua"
"14949","280","上海上海","1",5,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,5,2,1,"tsinghua"
"14950","281","江苏苏州","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,1,"tsinghua"
"14951","292","江西赣州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,5,4,"tsinghua"
"14952","293","辽宁沈阳","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,1,"tsinghua"
"14953","294","陕西西安","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,4,2,2,2,"tsinghua"
"14954","299","重庆重庆","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,1,1,"tsinghua"
"14955","307","北京北京","2",5,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"14956","309","湖南长沙","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,3,"tsinghua"
"14957","312","湖北武汉","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,3,"tsinghua"
"14958","313","江苏徐州","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,4,4,"tsinghua"
"14959","317","广东广州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,2,"tsinghua"
"14960","330","四川成都","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,3,"tsinghua"
"14961","331","广东佛山","2",5,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,1,"tsinghua"
"14962","339","辽宁沈阳","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,1,"tsinghua"
"14963","347","山东济南","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,2,"tsinghua"
"14964","348","江苏常州","1",6,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,2,"tsinghua"
"14965","356","四川成都","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,1,"tsinghua"
"14966","358","广东广州","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,2,"tsinghua"
"14967","359","广西河池","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,1,2,"tsinghua"
"14968","365","湖南长沙","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,4,"tsinghua"
"14969","370","山西太原","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,2,"tsinghua"
"14970","371","河南洛阳","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,2,"tsinghua"
"14971","374","天津天津","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,3,"tsinghua"
"14972","383","辽宁大连","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,2,"tsinghua"
"14973","390","广东清远","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,1,3,2,"tsinghua"
"14974","393","河南南阳","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,4,2,"tsinghua"
"14975","394","河北石家庄","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,3,"tsinghua"
"14976","395","山东青岛","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,2,"tsinghua"
"14977","399","河南南阳","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,3,4,"tsinghua"
"14978","403","贵州贵阳","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"14979","404","四川成都","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,3,"tsinghua"
"14980","407","福建福州","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,1,"tsinghua"
"14981","414","浙江杭州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,2,"tsinghua"
"14982","423","广西南宁","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,3,2,"tsinghua"
"14983","427","湖南衡阳","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"14984","435","山西临汾","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,2,2,"tsinghua"
"14985","437","江苏苏州","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"14986","438","江苏徐州","1",6,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,4,4,"tsinghua"
"14987","440","四川成都","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,2,"tsinghua"
"14988","446","湖南怀化","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,3,4,"tsinghua"
"14989","449","福建福州","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,1,"tsinghua"
"14990","452","河北沧州","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,4,3,"tsinghua"
"14991","455","广东广州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,2,"tsinghua"
"14992","458","河南郑州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"14993","462","上海上海","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,5,3,2,"tsinghua"
"14994","465","广东深圳","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,1,"tsinghua"
"14995","480","浙江金华","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,1,"tsinghua"
"14996","484","陕西西安","2",7,"platform_tag","bot_FALSE","rebuttal_FALSE",5,4,2,3,3,"tsinghua"
"14997","491","四川成都","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,2,"tsinghua"
"14998","498","河北石家庄","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,1,"tsinghua"
"14999","502","福建福州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,1,"tsinghua"
"15000","503","云南临沧","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,1,2,"tsinghua"
"15001","523","福建莆田","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,4,"tsinghua"
"15002","529","浙江杭州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,5,4,"tsinghua"
"15003","533","江西南昌","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,1,"tsinghua"
"15004","535","上海上海","1",5,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,5,2,2,"tsinghua"
"15005","537","天津天津","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,2,"tsinghua"
"15006","538","广东广州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,1,"tsinghua"
"15007","546","浙江宁波","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,2,"tsinghua"
"15008","549","广西柳州","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,2,2,"tsinghua"
"15009","550","江西南昌","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,3,"tsinghua"
"15010","555","河南许昌","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,1,1,1,"tsinghua"
"15011","557","广西南宁","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,3,2,"tsinghua"
"15012","558","上海上海","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,5,4,4,"tsinghua"
"15013","560","湖北恩施","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,2,2,"tsinghua"
"15014","562","山东泰安","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,3,"tsinghua"
"15015","566","天津天津","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,3,"tsinghua"
"15016","568","浙江杭州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,2,"tsinghua"
"15017","569","浙江杭州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,3,"tsinghua"
"15018","571","河南新乡","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,1,2,1,"tsinghua"
"15019","575","江苏南通","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,2,"tsinghua"
"15020","581","广东广州","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,3,"tsinghua"
"15021","583","黑龙江双鸭山","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",3,1,1,1,1,"tsinghua"
"15022","585","辽宁沈阳","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,2,"tsinghua"
"15023","590","浙江舟山","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,1,"tsinghua"
"15024","601","浙江宁波","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"15025","606","广东韶关","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,3,3,"tsinghua"
"15026","607","北京北京","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,1,"tsinghua"
"15027","616","浙江宁波","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,4,"tsinghua"
"15028","624","四川成都","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,3,"tsinghua"
"15029","631","湖北武汉","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,2,"tsinghua"
"15030","634","河北石家庄","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,5,5,"tsinghua"
"15031","635","福建福州","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,2,"tsinghua"
"15032","639","安徽亳州","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,1,1,"tsinghua"
"15033","644","云南红河","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,2,1,"tsinghua"
"15034","647","河南郑州","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,4,2,"tsinghua"
"15035","654","山西长治","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,3,2,"tsinghua"
"15036","656","广东广州","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,3,"tsinghua"
"15037","657","山东临沂","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"15038","666","山东威海","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,1,"tsinghua"
"15039","667","湖北武汉","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,2,"tsinghua"
"15040","668","湖北武汉","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,2,"tsinghua"
"15041","672","山西太原","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,3,"tsinghua"
"15042","673","浙江宁波","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,1,"tsinghua"
"15043","677","广东汕头","1",5,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,1,1,"tsinghua"
"15044","681","湖南长沙","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,3,"tsinghua"
"15045","687","辽宁大连","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,4,"tsinghua"
"15046","692","湖北武汉","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,5,"tsinghua"
"15047","693","江苏南通","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,1,"tsinghua"
"15048","702","江西宜春","1",5,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,4,5,"tsinghua"
"15049","707","河北保定","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,2,1,"tsinghua"
"15050","708","安徽合肥","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,1,"tsinghua"
"15051","712","湖北武汉","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,5,4,"tsinghua"
"15052","719","河北张家口","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,2,2,"tsinghua"
"15053","723","湖南湘潭","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"15054","733","浙江杭州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"15055","734","河北唐山","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,1,"tsinghua"
"15056","736","广东汕头","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,4,3,"tsinghua"
"15057","738","福建厦门","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,1,"tsinghua"
"15058","750","山东青岛","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,4,"tsinghua"
"15059","752","安徽淮南","1",5,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,5,4,"tsinghua"
"15060","754","广东梅州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,4,3,"tsinghua"
"15061","756","北京北京","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,2,"tsinghua"
"15062","757","河北石家庄","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"15063","761","广东广州","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,4,"tsinghua"
"15064","763","福建福州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,2,"tsinghua"
"15065","774","浙江温州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,5,"tsinghua"
"15066","776","陕西西安","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,4,2,2,2,"tsinghua"
"15067","778","浙江杭州","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,2,"tsinghua"
"15068","783","山西太原","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,2,"tsinghua"
"15069","787","重庆重庆","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"15070","788","江苏南京","1",5,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"15071","789","浙江湖州","1",5,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,5,2,"tsinghua"
"15072","791","四川自贡","1",5,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,1,"tsinghua"
"15073","792","湖北黄冈","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,1,4,3,"tsinghua"
"15074","801","四川成都","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,1,"tsinghua"
"15075","804","上海上海","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,5,2,5,"tsinghua"
"15076","807","山西长治","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,2,1,"tsinghua"
"15077","808","福建泉州","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,3,"tsinghua"
"15078","810","河北唐山","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,1,"tsinghua"
"15079","817","河北沧州","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,3,1,"tsinghua"
"15080","818","甘肃兰州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,1,1,"tsinghua"
"15081","819","湖北武汉","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,2,"tsinghua"
"15082","820","辽宁丹东","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,1,1,"tsinghua"
"15083","821","山东济南","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,3,"tsinghua"
"15084","827","吉林吉林","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,1,1,"tsinghua"
"15085","829","山西阳泉","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,3,3,"tsinghua"
"15086","839","北京北京","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,3,"tsinghua"
"15087","845","甘肃兰州","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,4,4,"tsinghua"
"15088","846","辽宁朝阳","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",3,1,1,2,2,"tsinghua"
"15089","855","辽宁沈阳","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,1,"tsinghua"
"15090","856","广东东莞","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,1,"tsinghua"
"15091","857","广东东莞","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,1,"tsinghua"
"15092","872","黑龙江哈尔滨","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,3,"tsinghua"
"15093","879","四川内江","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"15094","882","四川广元","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,2,2,"tsinghua"
"15095","887","云南昆明","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,1,"tsinghua"
"15096","900","广东佛山","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,1,"tsinghua"
"15097","916","贵州遵义","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,4,5,"tsinghua"
"15098","920","江苏南京","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,4,"tsinghua"
"15099","923","河北邢台","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,1,5,4,"tsinghua"
"15100","924","河北秦皇岛","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,1,1,"tsinghua"
"15101","932","广东佛山","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,3,"tsinghua"
"15102","936","山西忻州","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,5,5,"tsinghua"
"15103","937","江苏南通","2",5,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,3,"tsinghua"
"15104","940","安徽合肥","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,2,"tsinghua"
"15105","942","山西吕梁","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,4,5,"tsinghua"
"15106","944","广西玉林","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,3,2,2,3,"tsinghua"
"15107","945","上海上海","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,5,3,3,"tsinghua"
"15108","946","湖南衡阳","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,3,"tsinghua"
"15109","947","江苏泰州","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,2,"tsinghua"
"15110","949","江苏苏州","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,2,"tsinghua"
"15111","954","山东青岛","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,4,"tsinghua"
"15112","956","辽宁大连","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,2,1,"tsinghua"
"15113","960","江西南昌","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,1,2,"tsinghua"
"15114","962","河南安阳","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,2,1,1,"tsinghua"
"15115","963","福建龙岩","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"15116","964","重庆重庆","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,4,1,"tsinghua"
"15117","968","重庆重庆","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,4,4,"tsinghua"
"15118","972","山西太原","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,2,"tsinghua"
"15119","973","江苏苏州","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,5,"tsinghua"
"15120","976","山东济宁","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,2,5,"tsinghua"
"15121","978","河南郑州","2",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,4,2,"tsinghua"
"15122","981","江苏扬州","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,4,"tsinghua"
"15123","982","辽宁丹东","1",5,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,1,1,"tsinghua"
"15124","987","天津天津","2",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,4,3,"tsinghua"
"15125","990","河北衡水","2",5,"platform_tag","bot_FALSE","rebuttal_FALSE",4,2,1,1,1,"tsinghua"
"15126","991","北京北京","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,2,2,"tsinghua"
"15127","995","广东佛山","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,4,3,"tsinghua"
"15128","1001","河南周口","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",4,1,1,1,2,"tsinghua"
"15129","1003","北京北京","2",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,1,"tsinghua"
"15130","1044","江苏苏州","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,1,2,"tsinghua"
"15131","1045","陕西商洛","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",3,1,1,2,3,"tsinghua"
"15132","1048","浙江嘉兴","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,4,3,2,"tsinghua"
"15133","1050","天津天津","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,5,4,"tsinghua"
"15134","1055","云南昆明","1",2,"platform_tag","bot_FALSE","rebuttal_FALSE",5,5,3,3,2,"tsinghua"
"15135","1056","四川德阳","1",3,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,4,2,"tsinghua"
"15136","1057","重庆重庆","1",4,"platform_tag","bot_FALSE","rebuttal_FALSE",4,4,2,3,1,"tsinghua"
